,Pre_Sample_01,Pre_Sample_02,Pre_Sample_03,Pre_Sample_04,Pre_Sample_05,Pre_Sample_06,Post_Sample_01,Post_Sample_02,Post_Sample_03,Post_Sample_04,Post_Sample_05,Post_Sample_06
Gene_0016,1710.094030778525,287.69381896431884,4115.250052514798,4.01965089280965,1802.6717556734711,9687.524722357293,38.66457190522759,123.5015599902313,50.42517329097561,8.762356788389951,172.1223082036008,91.64513762112927
Gene_0017,943.724041636239,3869.1165387551873,63.80388850576225,99.05013218531214,1194.8531190795795,26.43190146020468,13394.68015495477,526.6804939466685,434.3580480232487,1223.059169827823,10.791126894294385,324.35920843410105
Gene_0018,228.52225589684627,311.94677604718765,75.32274770421093,140.54724530451588,37230.605569695595,2994.6964221857415,1404.533205369817,6.521947802722593,239.0335893538912,4728.153645057573,432.06313607132046,1738.9973649756996
Gene_0019,1089.3992293458957,536.5795037498694,588.2878757345527,339.6090146069095,1459.4221802933823,216.8908284438261,14.42080220234775,1652.4094577252981,392.2978724038844,1031.9684150288422,2685.8560364646864,1151.4657388498438
Gene_0020,92.50795051190738,141.84460496325445,13479.7407084338,40.379082804889386,173.61357324058412,264.81870742722816,5818.577316615252,16563.665377933336,934.6715875124314,36139.70049444296,801.0621683237805,15.117280722553247
Gene_0021,535.0952031671051,20.1274646788279,1541.8177017582111,61.68610106065772,99030.57130596765,1361.7381130051922,108.38173646392343,1709.7419599917152,5645.849411729719,41376.13087150088,131302.322982157,427.05768484882293
Gene_0022,387.16635463122293,331.3692641210703,1578.7612014511178,141.44508508080412,274.38415374042773,441.23178428705586,7411.595176980229,190.90052306160564,3572.687950315102,5068.412969251729,196.36992336775614,94.59272289964284
Gene_0023,5722.360829732776,897.0572886959478,120.41407399431426,647.6017056872006,244.2213544510626,2909.814803452485,3904.408084513772,610.2701831415234,611.1925932203425,13726.251809056985,122.23622623200121,634.3592843120559
Gene_0024,565.2196047883563,202.30052182825185,22517.611416915544,122.96279331766165,21.940393372194027,1229.904233923045,1019.4451912719663,471.57392590502195,988.0594413470833,35262.16879736204,194.74867211552547,269.49886589565403
Gene_0025,12185.869757676788,130.59127911883377,535.1689282192935,564.2522718126368,473.81585989994403,1639.9983606477037,13087.69275683426,629.9493569286977,434354.62692283344,28.197834428242526,9741.399551425357,137.32895915179154
Gene_0026,209.37509222483652,5203.96744898779,21.72298375163479,2546.608461826355,243.43555374061398,4.713854518597621,1249.7897160568368,49.944131779922046,788.2588808870123,1592.7415754654319,7.800871458244263,1689.8899163514593
Gene_0027,61.165859101783994,23.45349497719449,5194.054539789351,283.9589495657648,76.8584705258408,24.051669113741614,1795.1828881743488,92.57514300610688,62.4951831553585,763.384044044581,2497.1808580132474,832.5692692879741
Gene_0028,731.0080412085301,1967.6344580319594,6498.564771131746,1179.785017697717,4651.822425395403,67.73592960502813,1549.4287895174702,4053.765692705549,69.17935735359767,1680.2162612596585,83.56481291719415,1438.857105517902
Gene_0029,306.2508894551223,112.96307665662393,1637.904720449102,5383.572509590981,47111.365443500516,2467.6492782616247,271.19720404692856,100.63440571183483,99.95086521310049,1302.7665432409192,677.4570032765168,553.8907345586479
Gene_0030,2189.1428870953873,2511.4820526922663,399.869716635019,22.052401276965366,2614.5571940511754,431.79222657639616,417.81384111596464,69167.33057988128,1212.060104180176,5542.207903746716,73.04774795266914,601.8686147368973
Gene_0031,42.507475485391026,550.3252045702648,2299.9201372364832,1359.910818088901,5134.068027699474,19702.92869383559,946.968803643807,57286.950500519546,100.73041564931634,405.7898226630596,226.61612510400576,29.467618105284966
Gene_0032,337.3454020485381,2783.758384980548,178.52715588129774,497.85191164149387,3663.7097478747855,1878.9064690581158,12634.786565623594,284.0268122293437,1583.855518313431,2117.193417823784,212.88368612196365,36.53244617235022
Gene_0033,3377.799832415989,9102.59857914759,870.0186905714082,5187.601356211196,3001.6432619790758,122994.12803452098,72.6399971149442,5.193608294930827,29.685891737326465,634.6042061877444,8549.34720323403,6.04397744759878
Gene_0034,120.1041609817755,465.6826745379888,608.0057408515958,1319.36589114192,75.14949314914442,35.834531460367565,17298.398680111164,129.21314975954175,2598.235751927203,1380.4001816887064,1396.0582454346254,3020.54546228126
Gene_0035,597.928983690806,1812.1491006784133,50.5693344567256,556.7007502835944,1153.0196531489992,728.6289210071908,2290.46860370067,61.298755922456266,33118.02288001159,1098.3044813651395,117.53440872352917,6640.42695036083
Gene_0036,569.52273066625,122.65885687271916,15178.079538934093,36218.827713094324,521.0193240238312,262.97700281718534,391.53315785048284,79.07515730646128,6963.233232392212,6802.283001726024,833.0882716105107,104.88445305326692
Gene_0037,2323.3627035336362,2392.5918519547445,688.9336217384487,371.63364064767376,11440.466315577056,871.9636995866273,151.73367827826675,171.22350551149086,59.603795902595486,376.21691379552226,1494.5538887472514,6761.6600001167035
Gene_0038,2175.305295485717,206.64038536169667,12313.846539236129,3735.3899680701866,2971.5202469075884,72.08344536546713,547.6254280118563,21.40665151618762,1584.1631683294117,613.2297103780415,394.8715764686723,2631.1070085987403
Gene_0039,5918.303151956513,3861.8256710067208,6832.5449570236015,33.30166930839559,165.4307541509298,3390.691165264779,16095.344656870764,386.10389420011165,66.7634284522231,1155.3160448992192,1818.4976501511355,764.5998370582018
Gene_0040,29187.993581639395,323.1158094224958,147.34685651646228,3750.006393587071,15542.413135255463,154.16067556532576,539.2269564315477,52.25559307934645,2351.2168611665015,1662.1546239348374,1849.9495077133856,49396.38583828149
Gene_0041,86.9645983701558,210.752268876627,681.4215258611135,4441.736252104337,22.97471368245049,1088.4574614271612,13247.343306430696,1517.2077516883678,628.0711431952925,3045.311813752903,2755.0270797495546,183.82021412464914
Gene_0042,335.6982162948589,1596.5667888132782,7402.995490120803,3939.2002715431317,106.06047625982913,349.9607169747107,67.52031613612465,317.4828658612322,56.21131968431462,6794.950247838644,9.91983609831306,588.300548627968
Gene_0043,6708.066390460653,50.4862847500467,105.3111502684871,2343.5303460020446,4734.547620527726,5.078332434993547,4499.8902288778645,556.9040574987521,1318.8749715855474,1797.1923136730816,141.5079539910558,182.2336268236648
Gene_0044,113.59863997767859,332.94880971585013,13569.939828886942,4248.911295277162,358.26388058356974,435.8566477238812,2580.1042280572533,521.3931333095308,48.890842558155576,18237.2486938102,220.09179565938567,547.9286774766781
Gene_0045,767.9945447407904,39.94205524221199,1540.7758530601755,1007.9036063182126,12634.177707487332,567.6461244308799,974.6065980734912,6463.84650591733,1132.962098091877,544.7880060955985,6958.002329350268,3099.2572885993354
Gene_0046,116.40193760448828,166.33708035753827,21893.929632598407,33.99590319569008,454.2183464956661,1009.740685292811,4021.8187071483735,333.7854436004423,1935.4563565801777,656.1214357503122,133.0913127199113,4697.197939892931
Gene_0047,8162.321625431128,230.3596701299313,8419.27800598337,62630.6282338074,1076.947350223114,3956.2138044539797,46.25686216638223,7928.637597513149,11824.59763972416,890.916169311879,3673.482038909066,971.5167549493433
